"canonicalName","rank","scientificName","vernacularName","sourceDatasetName","sourceDatasetID","datasetSource","sourceDatasetCitation","dataCurrency","sourceLicense","sourceRightsHolder","VulnerableWildfire","vernacularGroup","vernacularSubGroup","preFireImperilmentScore","fireOverlapScore","RISKDueToImperilmentAndFireOverlap ","fireAndPostFireMortalityScore","provisionalPriorityStatus/furtherAssessmentNeeded","Jurisdiction/s","interactiveEffectsOfFireAndDrought","shortFireIntervals(ImpactsOfHighFireFrequency)","postFireHerbivoreImpacts","fireDiseaseInteractions","highFireSeverity","weedInvasion","elevatedWinterTemperaturesOrChangedTemperatureRegimes","fireSensitivity","postFireErosion","cumulativeExposureToHighRisks","otherPlausibleThreatsOrExpertDrivenNominations","curator","recordRightsHolder","accessRights","type","language","recordLicense","bibliographicCitation","created","modified","recordDatasetName"
"Callitris muelleri","species","Callitris muelleri","","Final list of plants requiring urgent management intervention","ARGA:TL:0000073","https://www.dcceew.gov.au/environment/biodiversity/bushfire-recovery/bushfire-impacts/priority-plants","Department of Agriculture, Water and the Environment. 2020. Final priority list of plants. Accessed at: https://www.dcceew.gov.au/environment/biodiversity/bushfire-recovery/bushfire-impacts/priority-plants, 25 September, 2023.","Mon Sep 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Commonwealth of Australia","true","plants","","","","","","","NSW","","","","","","","","true","","true","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 11:36:46 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Callitris oblonga subsp. corangensis","subspecies","Callitris oblonga subsp. corangensis","","Final list of plants requiring urgent management intervention","ARGA:TL:0000073","https://www.dcceew.gov.au/environment/biodiversity/bushfire-recovery/bushfire-impacts/priority-plants","Department of Agriculture, Water and the Environment. 2020. Final priority list of plants. Accessed at: https://www.dcceew.gov.au/environment/biodiversity/bushfire-recovery/bushfire-impacts/priority-plants, 25 September, 2023.","Mon Sep 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Commonwealth of Australia","true","plants","","","","","","","NSW","true","","","","true","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 11:36:46 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Callocephalon fimbriatum","species","Callocephalon fimbriatum","Gang-gang Cockatoo","Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response","ARGA:TL:0000064","https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf","Department of Agriculture, Water and the Environment. 2020. Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response. Accessed at https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Commonwealth of Australia","true","vertebrates","birds","2","1","3","12.5","","","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 09:54:20 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Calochilus pulchellus","species","Calochilus pulchellus","Pretty Beard Orchid, Pretty Beard-orchid","Final list of plants requiring urgent management intervention","ARGA:TL:0000073","https://www.dcceew.gov.au/environment/biodiversity/bushfire-recovery/bushfire-impacts/priority-plants","Department of Agriculture, Water and the Environment. 2020. Final priority list of plants. Accessed at: https://www.dcceew.gov.au/environment/biodiversity/bushfire-recovery/bushfire-impacts/priority-plants, 25 September, 2023.","Mon Sep 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Commonwealth of Australia","true","plants","","","","","","","Data not available","true","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 11:36:46 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Calyptorhynchus lathami halmaturinus","subspecies","Calyptorhynchus lathami halmaturinus","Kangaroo Island Glossy Black-Cockatoo","Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response","ARGA:TL:0000064","https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf","Department of Agriculture, Water and the Environment. 2020. Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response. Accessed at https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Commonwealth of Australia","true","vertebrates","birds","3","3","6","14.5","","","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 09:54:20 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Calyptorhynchus lathami lathami","subspecies","Calyptorhynchus lathami lathami","South-eastern Glossy Black-Cockatoo","Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response","ARGA:TL:0000064","https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf","Department of Agriculture, Water and the Environment. 2020. Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response. Accessed at https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Commonwealth of Australia","true","vertebrates","birds","1","2","3","16.5","","","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 09:54:20 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Calyptotis ruficauda","species","Calyptotis ruficauda","Red-tailed Calyptotis","Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response (reptiles)","ARGA:TL:0000066","https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf","Department of Agriculture, Water and the Environment. 2020. Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response. Accessed at https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Commonwealth of Australia","true","vertebrates","reptiles","0","2","2","19.5","true","","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 10:02:35 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Calytrix smeatoniana","species","Calytrix smeatoniana","","Final list of plants requiring urgent management intervention","ARGA:TL:0000073","https://www.dcceew.gov.au/environment/biodiversity/bushfire-recovery/bushfire-impacts/priority-plants","Department of Agriculture, Water and the Environment. 2020. Final priority list of plants. Accessed at: https://www.dcceew.gov.au/environment/biodiversity/bushfire-recovery/bushfire-impacts/priority-plants, 25 September, 2023.","Mon Sep 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Commonwealth of Australia","true","plants","","","","","","","SA","","","","","true","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 11:36:46 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Canobolas nobilis","species","Canobolas nobilis","leaf beetle","Provisional List of Priority Invertebrate Species requiring Urgent Management Intervention or On-ground Assessment (provisional priority status/further assessment needed)","ARGA:TL:0000072","https://www.dcceew.gov.au/sites/default/files/env/pages/9a6a5628-21b9-4a1b-9474-e953fc5138db/files/provisional-list-invertebrates-requiring-urgent-management-intervention.pdf","Department of Agriculture, Water and the Environment. 2020. Provisional list of priority invertebrate species requiring urgent management intervention or on-ground assessment. Accessed at: https://www.dcceew.gov.au/sites/default/files/env/pages/9a6a5628-21b9-4a1b-9474-e953fc5138db/files/provisional-list-invertebrates-requiring-urgent-management-intervention.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","Commonwealth of Australia","true","invertebrates","beetles","","","","","true","NSW","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 11:00:59 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Canobolas tubrabucca","species","Canobolas tubrabucca","leaf beetle","Provisional List of Priority Invertebrate Species requiring Urgent Management Intervention or On-ground Assessment (provisional priority status/further assessment needed)","ARGA:TL:0000072","https://www.dcceew.gov.au/sites/default/files/env/pages/9a6a5628-21b9-4a1b-9474-e953fc5138db/files/provisional-list-invertebrates-requiring-urgent-management-intervention.pdf","Department of Agriculture, Water and the Environment. 2020. Provisional list of priority invertebrate species requiring urgent management intervention or on-ground assessment. Accessed at: https://www.dcceew.gov.au/sites/default/files/env/pages/9a6a5628-21b9-4a1b-9474-e953fc5138db/files/provisional-list-invertebrates-requiring-urgent-management-intervention.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","Commonwealth of Australia","true","invertebrates","beetles","","","","","true","NSW","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 11:00:59 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Canthocamptus longipes","species","Canthocamptus longipes","harpactacoid copepod","Provisional List of Priority Invertebrate Species requiring Urgent Management Intervention or On-ground Assessment","ARGA:TL:0000071","https://www.dcceew.gov.au/sites/default/files/env/pages/9a6a5628-21b9-4a1b-9474-e953fc5138db/files/provisional-list-invertebrates-requiring-urgent-management-intervention.pdf","Department of Agriculture, Water and the Environment. 2020. Provisional list of priority invertebrate species requiring urgent management intervention or on-ground assessment. Accessed at: https://www.dcceew.gov.au/sites/default/files/env/pages/9a6a5628-21b9-4a1b-9474-e953fc5138db/files/provisional-list-invertebrates-requiring-urgent-management-intervention.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","Commonwealth of Australia","true","invertebrates","copepods","","","","","","VIC","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 10:29:12 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
